komentar,timestamp,sentiment
sampe sampah pun bisa dikorupsi sebesar 75 M ? sampah ape bende tu 🗿,2025-04-19 17:56:59+00:00,negatif
Ketika korup tdk sedih waktunya ketangkap merengek rengek,2025-04-19 15:57:30+00:00,negatif
suara nangis apa suara mantra yak?,2025-04-19 15:55:54+00:00,negatif
🤣🤣sampahpun klian korup,2025-04-19 15:51:20+00:00,negatif
"Ikhlas in aja bu,suami anda baik2 saja d dalam tahanan.pake duit nya mau masa terima resiko nya gk mau 😅.",2025-04-19 15:50:50+00:00,netral
kok makin marak korupsi ya,2025-04-19 15:49:25+00:00,negatif
@manusia silver 😭😭😭,2025-04-19 15:48:03+00:00,positif
😏,2025-04-19 15:47:49+00:00,positif
anal istri makan apa njirr,2025-04-19 15:47:29+00:00,netral
"jangan di kasihani, mencuri uang",2025-04-19 15:45:08+00:00,negatif
Sampah aja dikorup.... kya nya negara kita mesti direstat ke setelan pabrik deh biar pd hilang semua korup2nya.,2025-04-19 15:38:50+00:00,negatif
makan apa 75 milier 😂 10rebu beli naspad apa bubur jg kenyang itu mh serakah,2025-04-19 15:38:28+00:00,negatif
😂😂😂,2025-04-19 15:37:19+00:00,positif
😂😂😂,2025-04-19 15:37:09+00:00,positif
"Nikmatin duitnya tidak pakai hati nurani, Giliran ditangkap minta diampuni, guendengg",2025-04-19 15:35:28+00:00,negatif
"gara gara koruptor .rakyat susah
bawa sini biar di sekolahin",2025-04-19 15:35:04+00:00,positif
"jangan sampai ini di parodiin sama Agung Karmologi ya, bahaya 🤣🤣🤣🤣🤭🤭",2025-04-19 15:34:37+00:00,positif
"makan apa 75,9M? ko tega sih ngasih makan keluarga pake uang haram?",2025-04-19 15:33:24+00:00,negatif
mamvus,2025-04-19 15:30:34+00:00,negatif
Saat ketauan... Wktu korup rs ny nikmat ya pak,2025-04-19 15:27:20+00:00,negatif
sampah aja sampai dikorupsi,2025-04-19 15:26:51+00:00,negatif
"itu anak istrinya makan apa pak, sampai 75,9M?
itu anak istrinya pasti buang air pasti yg keluar intan atau emas.🤣🤣🤣🤣🤣🤣",2025-04-19 15:26:40+00:00,negatif
hantu blawu,2025-04-19 15:25:12+00:00,netral
naspu dunia....,2025-04-19 15:24:09+00:00,positif
mahal kali makanan keluarganya,2025-04-19 15:24:06+00:00,negatif
makan apaan anjir 75m🗿,2025-04-19 15:22:18+00:00,netral
"kyanya gabisa direstar doang nih negara,harus hard reset nih kyanya",2025-04-19 15:21:42+00:00,negatif
🤣🤣🤣,2025-04-19 15:19:10+00:00,positif
Mohon izin bertanya dengan sopan ini kalau dia di tangkap apakah kita akan naik gaji?,2025-04-19 15:18:23+00:00,negatif
lah dia pas ngelakuin korup gak nangis ko sekarang nangis ih,2025-04-19 15:18:12+00:00,negatif
"Gila, di negara ini apapun bidangnya ada aja yg korupsi, parah",2025-04-19 15:17:52+00:00,negatif
di bawah video ini ada kakek kakek jualan kerupuk ngesot. gakkkk nangissss kek eluuuuuu,2025-04-19 16:18:49+00:00,negatif
bagus ektingnya,2025-04-19 16:18:17+00:00,netral
apa apaan sih sampah pun di korupsiii. apa lagi yg bisa aku percayaaaaa 😭😭,2025-04-19 16:17:29+00:00,negatif
merdu suara nya 😂😂,2025-04-19 16:17:05+00:00,positif
nyenyenye,2025-04-19 16:16:56+00:00,positif
Gwendeng cogh,2025-04-19 16:15:18+00:00,netral
Wkwkwk,2025-04-19 16:14:53+00:00,positif
negara....... part2,2025-04-19 16:12:04+00:00,negatif
Bingung banget ama negara sendiri😭,2025-04-19 16:11:38+00:00,positif
🤣🤣🤣🤣🤣,2025-04-19 16:10:13+00:00,positif
😅😅😅😅😅,2025-04-19 16:10:08+00:00,positif
Panas tiris tamah😭,2025-04-19 16:09:30+00:00,netral
😂😂😂😂😂😂,2025-04-19 16:08:03+00:00,positif
😂😂😂😂😂,2025-04-19 16:07:52+00:00,positif
"saya juga mau pak buat makan 75,9M",2025-04-19 16:07:41+00:00,positif
cengeng banget nich tikus,2025-04-19 16:07:19+00:00,negatif
"kasihan ya,,,kira2 cp yg kasihan ya",2025-04-19 16:05:13+00:00,negatif
jangan kasi ampun🔥,2025-04-19 16:04:36+00:00,netral
"Njirlah semua aja di korup njir, ampe kesampah2 juga astagaaa",2025-04-19 16:04:14+00:00,negatif
"bagus sangat mewek nya,cocu klo di bikin nada dering 😂😂😂😁😁😁",2025-04-19 16:01:56+00:00,negatif
"Gaji nya kan cukup jika hanya buat makan anak istri.
Yg pekerja buruh kasar saja cukup koq jika hanya buat makan.
apa lagi ini kabid.",2025-04-19 15:58:25+00:00,negatif
🤣😭😭🤣,2025-04-19 13:13:46+00:00,positif
😂,2025-04-19 13:13:02+00:00,positif
negara korup fixx,2025-04-19 13:10:48+00:00,negatif
banyak bener makannya 😂😂,2025-04-19 13:10:32+00:00,positif
maling kok nangis 😂,2025-04-19 13:10:22+00:00,negatif
Aku kira sound nya editan😭,2025-04-19 13:10:19+00:00,positif
"paan 75,9 milliar buat makan anak istri, 1 jt 5 jt cukup kali🗿",2025-04-19 13:07:41+00:00,negatif
"Makan apaan sampe 75,9 M 😭",2025-04-19 13:07:39+00:00,negatif
ang ang ang ang ang ang,2025-04-19 13:07:32+00:00,netral
🤣🤣🤣,2025-04-19 13:04:31+00:00,positif
😂😂😂,2025-04-19 13:01:51+00:00,positif
🤪🤪🤪,2025-04-19 13:01:25+00:00,positif
coba cek aja di kota kota lain😁...,2025-04-19 13:00:52+00:00,negatif
"pye iki sampah loh pdhal😭@Risolmayo bisa""ny smpahpun ditelen😭",2025-04-19 12:58:16+00:00,negatif
😃😃😃 mirip suara di film misteri,2025-04-19 12:58:06+00:00,netral
Buat makan istri dan anak?? wkwk org tua gue aja susah bgt nyari duit buat anknya hadehh,2025-04-19 12:56:51+00:00,negatif
klau sudah ketangkap baru nangis pak2,2025-04-19 12:56:04+00:00,netral
jadi mulyono sebelum nya ngapain aja sih?,2025-04-19 12:55:19+00:00,negatif
Calon Sound Meme nih,2025-04-19 12:52:34+00:00,netral
"blm ktangkap ketawa bahagia..
udh ketangkap nangis..😅",2025-04-19 12:52:19+00:00,negatif
"makan apa sampe 75,9 M ?. buat beli nasi padang bisa 1 truk itu mah",2025-04-19 12:51:07+00:00,negatif
klo kata dedi mulyadi mah buat pemprov jabar 40M mag kecil apa lg ini buat negara y tambah ga ngaruh,2025-04-19 12:47:59+00:00,negatif
tangisan nya bikin gue ngakak 🤣,2025-04-19 12:47:27+00:00,netral
sampai ke sampahpun di korupsi ? 😭😭😭,2025-04-19 12:47:24+00:00,negatif
anak istinya makan sampah kah?,2025-04-19 12:46:09+00:00,netral
75milyar bs bli pabrik tahu n tempe bs buka pabrik,2025-04-19 12:43:50+00:00,negatif
... AIR MATA BUAYA DARAT ... 😂😂😂,2025-04-19 12:42:43+00:00,netral
intinya apa? untuk kasih makan pribadi atuhh sama aja kecuali dia bilangnya untuk di bagi²kan ke masyarakat kecil,2025-04-19 12:40:55+00:00,netral
nasi padang 10 rb,2025-04-19 12:40:53+00:00,positif
segitu bnyak duit ... kgak bagi2 sh 🤣,2025-04-19 12:42:22+00:00,negatif
😀😀😀😀😀🙈,2025-04-19 12:40:20+00:00,positif
🤨🤨🤨🤪🤪🤪🤪🤪🤪🤪,2025-04-19 12:40:07+00:00,positif
"Warga itu pada bayar iuran sampah lo.. dan Pemda jg punya anggaran. Koq bisa sampah numpuk di sungai. Petugasnya males kerja. Kalau di kerjakan , yg kerja di bayar dgn bener pasti bersih sampahnya",2025-04-19 12:39:20+00:00,negatif
pantesan lampu ciputat mati terus,2025-04-19 12:37:58+00:00,negatif
banyak amat kasih makan 75 miliyar,2025-04-19 12:37:54+00:00,negatif
hah,2025-04-19 12:35:33+00:00,negatif
Era2 korupsi paling byk selama indonesia merdeka,2025-04-19 12:00:50+00:00,negatif
assiik istrinya kawin lagi,2025-04-19 11:57:17+00:00,positif
"kan bapa prabowo mah sayang sama koruptor mah asetnya g bakal di sita, masa tahanannya banyak potongan ,tinggal sogok sana sini asal ga ketauan bebas",2025-04-19 11:53:53+00:00,negatif
negara ko isinya para korupsi semua... mau jadi apa ini negeri😭😭,2025-04-19 11:52:46+00:00,negatif
😂😂😂😂😂😂😂,2025-04-19 11:52:44+00:00,positif
"sampe uang sampah juga di korup ngeri kali negara kita,pantes GK maju maju",2025-04-19 11:50:04+00:00,negatif
dapat duit banyak kok nangiss🤣,2025-04-19 11:50:03+00:00,positif
drama apa ini😁😁😁,2025-04-19 11:49:57+00:00,positif
sdh salah berik kin telinga aja,2025-04-19 11:46:48+00:00,negatif
jago main dramanya,2025-04-19 11:40:34+00:00,positif
suara nangis nya berasa di orchestra🩰,2025-04-19 11:36:19+00:00,netral
🤣🤣,2025-04-19 11:36:02+00:00,positif
@pesonaindonesia cocok soundnya min😭,2025-04-19 11:34:27+00:00,positif
"itu mah cuman pura pura spik,kalau lagi banyak duit mah maenan nya diskotik.🤣😃",2025-04-19 11:32:06+00:00,negatif
tujupulu milyar buat makan apa pak?! tiang listrik?😌,2025-04-19 11:31:31+00:00,negatif
😳😳😳😳😳,2025-04-19 11:29:18+00:00,positif
😮😲,2025-04-19 11:26:36+00:00,positif
sadis itu. pak hhh,2025-04-19 11:25:15+00:00,negatif
gini amat negaraa gue🙂‍↔️,2025-04-19 11:24:51+00:00,positif
bagus bagus hhh,2025-04-19 11:23:52+00:00,netral
udah gk ada harapan lg konoha ini,2025-04-19 11:20:11+00:00,positif
"Makan mah 100k juga cukup setiap hari anak istri, itu mah makan gengsi",2025-04-19 11:17:23+00:00,positif
mudah mudahan segera dapat hidayah biar cepet tobat !,2025-04-19 11:17:05+00:00,positif
Anjirr badan aj gede🙃😳,2025-04-19 11:15:42+00:00,positif
bagus ni buat nada dering...,2025-04-19 11:14:33+00:00,negatif
uang apapun dikorupsi 😭 capek bgt konoha ini 😭😭😭😭,2025-04-19 11:13:44+00:00,negatif
"Lu makan apa anj 75,9M emak gua noh 100rebu dibawa kepasar bisa buat seminggu dirumah ada 4orang😒",2025-04-19 11:11:15+00:00,negatif
🤣🤣🤣,2025-04-19 09:59:55+00:00,positif
makan emas kali ya anak istrinya 😭 sampe sebanyaak itu korupnya buat makan aja,2025-04-19 09:58:45+00:00,negatif
🤣🤣🤣🤣🤣,2025-04-19 09:57:38+00:00,positif
sampah aj dikorupsi...😭🤦🏻‍♀️,2025-04-19 09:55:57+00:00,negatif
nangis pas udh ketauan wkwk😂,2025-04-19 09:54:18+00:00,negatif
🤣🤣🤣,2025-04-19 09:54:09+00:00,positif
harus distelan pabrik negara ini...jika ga mampu lewat manusia ...maaf alam saja yg menyempurnakan...pasti ga ada terikan ham...tangisan gagu...😂😂😂😁,2025-04-19 09:53:29+00:00,negatif
jangan kok enak saja dibebaskan 75m itu nggak sedikit,2025-04-19 09:53:03+00:00,negatif
maneh kunaon 😂😂😂,2025-04-19 09:52:41+00:00,netral
Sekalian aja semua korup di maaf kan kalo gitu semua juga butuh makan emng lo aja dah lah pantes buat main sinetron indosiar🤣,2025-04-19 09:52:21+00:00,negatif
"@Lazaret` tak masuk akal, sampah pun di korup bejir😹",2025-04-19 09:52:04+00:00,negatif
entr siapa yg mau ngabisin duwitnya 🤣🤣🤣,2025-04-19 09:49:57+00:00,negatif
🤣🤣bapak ny doraemon lgi nyanyi lagu apa ya,2025-04-19 09:49:31+00:00,positif
😁🤣,2025-04-19 09:48:39+00:00,positif
Nangisnya kaya bocah minta ice cream...😅😂😅,2025-04-19 09:47:58+00:00,netral
hahahhahaha.....tangisnya lucu,2025-04-19 09:44:49+00:00,negatif
Gimana negara gak Mo mundur apa2 dikorupsi itu akibat dr hukum yg tdk tegas,2025-04-19 09:44:28+00:00,negatif
@Fhania,2025-04-19 09:44:10+00:00,positif
bahahaha nangis karna takut miskin gabisa korup lagi wkwkkek🤣🤣,2025-04-19 09:43:00+00:00,negatif
dia ngomong apa sih,2025-04-19 09:41:32+00:00,negatif
ke sampah sampah di korup ya allah indonesiaa🙂,2025-04-19 09:41:31+00:00,negatif
suara burung apa itu kak,2025-04-19 09:40:53+00:00,negatif
"ngapain2 nangis2,, ga ada kerjaan",2025-04-19 09:40:27+00:00,netral
Sampe sampah pun di korup 😭,2025-04-19 09:38:30+00:00,negatif
lah ko nangis,2025-04-19 09:37:41+00:00,negatif
hahahahihihuhuhhu nangisnya gitu banget hahhaa,2025-04-19 09:36:25+00:00,negatif
Bener2 negara penuh tikus di mana2 korupsi sampai duwit sampah pun di kurupsi ngeri sekali negri ini😭,2025-04-19 09:36:12+00:00,negatif
"gk ngerty, kan sampah biarin aja biar bersih lingkungannya...",2025-04-19 09:32:58+00:00,positif
dana masjid aja bisa di korupsi apalagi yang lain pikir aja sendiri di negara konoha tercinta ini😂,2025-04-19 09:32:17+00:00,negatif
nangis pula 😂,2025-04-19 09:31:58+00:00,netral
Di akhirat mereka yang korupsi di apakan sama tuhan ya gaes,2025-04-19 10:09:46+00:00,negatif
yang belom di korupsi mungkin penimbunan limbah tai,2025-04-19 10:09:22+00:00,negatif
😂😂😂,2025-04-19 10:09:17+00:00,positif
pantes aku ga kaya kaya ternyata aku bukan anak koruptor😂🙏🏻,2025-04-19 10:08:16+00:00,negatif
korupsi sampah maksudnya?,2025-04-19 10:07:36+00:00,negatif
kita semua jg bakalan korupsi cm blm ada kesempatan aja.,2025-04-19 10:07:29+00:00,negatif
kejamm negara inii,2025-04-19 10:06:29+00:00,positif
😂😂😂😂😂😂,2025-04-19 10:06:22+00:00,positif
"75,9 Miliar Buat Makan Apa Seneng Seneng😹😹",2025-04-19 10:05:08+00:00,negatif
😅😅😅,2025-04-19 10:04:53+00:00,positif
"jutaan rkyt menangis kau g perduli,,,,,bahkn tertawa senang "" di atas darah rkyt",2025-04-19 10:02:11+00:00,negatif
Dasar manusia sampah aja di korup,2025-04-19 10:01:54+00:00,negatif
PEMERINTAH ISINYA MAYORITAS BAJINGAN SEMUA(MENURUT SAYA 93%),2025-04-19 10:01:23+00:00,negatif
😅yaelah pas korupsi saja kaga nangis . . .Ko pas ketangkap mewek,2025-04-19 10:01:19+00:00,negatif
hee heee hee heee🐶🗿,2025-04-19 10:01:18+00:00,netral
pertanyaannya makanan apa yang dimakan anak dan istrinya bapak tersebut?,2025-04-19 08:49:27+00:00,netral
nenek moyang ku seorang pelaut ✖️nenek moyang ku seorang koruptor ✅,2025-04-19 08:46:39+00:00,positif
yg bener aja 🗿,2025-04-19 08:45:15+00:00,positif
Pakah yg bgni yg ngaku berijazah 😂😂😂,2025-04-19 08:43:52+00:00,negatif
"ga ngerti gw, yg dh bnyak duit masih aja korup😩",2025-04-19 08:42:52+00:00,negatif
"buset 75,9 m pgin apa"" keknya tingal beli ya enak bner hidupnya",2025-04-19 08:41:51+00:00,negatif
negara apasih😭😭😭😭,2025-04-19 08:40:30+00:00,positif
lah anaknya makan brati tangkap jg dong😏,2025-04-19 08:40:11+00:00,netral
teu kudu leweh jirrr rujit🤧,2025-04-19 08:38:19+00:00,negatif
lah kocak,2025-04-19 08:36:54+00:00,negatif
"wkwkkwk dr haji, zakat sampe sampah di korupsi, t*i doang yg ga di korupsi🤣",2025-04-19 08:36:10+00:00,negatif
et girang amat pak😂,2025-04-19 08:36:07+00:00,positif
astaga..... sampah kok di korupsi 😏😏,2025-04-19 08:35:03+00:00,negatif
nagis itu 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2025-04-19 08:31:58+00:00,negatif
sandiwara...drama kolosal...🤣🤣🤣,2025-04-19 08:31:27+00:00,netral
😂,2025-04-19 08:31:26+00:00,positif
itu suara nangis atau ngeung ngeung motor?🤣🤣,2025-04-19 08:29:48+00:00,negatif
"enak bgt minta di bebasin,klo gitu suruh bayar ganti rugi nya skrg juga",2025-04-19 08:29:47+00:00,negatif
kocak bgt nangisnya🤣🤣,2025-04-19 08:29:40+00:00,netral
nanges di jejeli telepong mah,2025-04-19 08:28:39+00:00,negatif
tangis bahagia,2025-04-19 08:26:29+00:00,positif
🤣🤣🤣🤣🤣🤣🤣,2025-04-19 08:25:49+00:00,positif
🤣🤣🤣🤣🤣🤣,2025-04-19 08:23:43+00:00,positif
"ini beneran nangisnya kayal gt, 😂😂😂 lawak bgt sumpah",2025-04-19 08:22:50+00:00,negatif
Makan apa anak sm istrinya 75m?,2025-04-19 08:21:15+00:00,netral
Yg nangis jejelin sampah 😒,2025-04-19 08:20:46+00:00,netral
😂😂😂😂😂,2025-04-19 08:20:45+00:00,positif
"belum juga 100 miliar, minimal 1 T lah, dikit bet",2025-04-19 08:20:36+00:00,negatif
sekali-kali angota DPR diperiksa lah,2025-04-19 07:24:58+00:00,negatif
untung gk dikasih makan belatungnya,2025-04-19 07:24:57+00:00,negatif
gaji kabid emg kurang ya?? gimana yg bagian lapangan ya klo kabidnya aja merasa kurang😅,2025-04-19 07:24:55+00:00,negatif
baca caption wahai orang paling ngebet komen tanpa mikir,2025-04-19 07:24:45+00:00,negatif
"makan ap tu anak istri mu sampai 76,9 milliar.makan emas atau mutiara kan..brrti memang rakus anak istrimu😂😂",2025-04-19 07:23:53+00:00,negatif
bedalah pengangkut sampah mah urusan orgnya sama warga2nya. KLO pngangkut sampah dinas gajinya 3 juta,2025-04-19 07:23:19+00:00,negatif
Duit segitu buat kasih makan anak istri? Buat ngasih makan gundik yg disetiap provinsi ada kali,2025-04-19 07:23:14+00:00,netral
Nanges ae pakkkkkk 😭 anakku ya bisa,2025-04-19 07:23:12+00:00,netral
Masya Allah 😭😭,2025-04-19 07:23:01+00:00,positif
🤣🤣🤣🤣,2025-04-19 07:22:11+00:00,positif
tangisan penuh uang haram😅,2025-04-19 07:22:04+00:00,positif
. padahal tunjangannya 23 juta. gajinya 5-6 jutaan .,2025-04-19 07:21:35+00:00,negatif
aturlah... gua udah bosen liat beritanya... di beritain doang ga ada efek jerahnya 🤣🤣🤣,2025-04-19 07:21:23+00:00,negatif
Badan doank gede..😂,2025-04-19 07:21:22+00:00,netral
75.9 M untuk makan??? apalah kita yg mati² an uang 20 rb kudu cukup bkn cmn buat makan doang! tolong lah!!!!! capek! alasan nya ga masuk!,2025-04-19 07:19:19+00:00,negatif
"76 Miliar mah bukan Makan, tapi MAKAN!!!",2025-04-19 07:18:47+00:00,negatif
kok nangis pak 😂lucu,2025-04-19 07:18:40+00:00,netral
"uang utk kemaslahatan kota dan daerah pun di embat utk nafsu, benar2 b###$@t",2025-04-19 07:18:38+00:00,negatif
memang kasihan anak-anak nya. bebaskan aja. #prabowokasihananakkoruptor 😳😳😳,2025-04-19 07:18:33+00:00,negatif
😂😂😂😂😂😂😂,2025-04-19 07:18:19+00:00,positif
"sedih x tangisannya buk, lebih sedih lagi anak bangsa merantau kekamboja sampai diambil ginjalnya",2025-04-19 07:18:05+00:00,negatif
@Pesona Indonesia,2025-04-19 07:18:00+00:00,positif
Dia nangis karna takut disita asetnya 😅,2025-04-19 07:16:55+00:00,negatif
Kaya suara rubah😂,2025-04-19 07:15:27+00:00,positif
😂😂,2025-04-19 07:15:23+00:00,positif
"emang makan anak dan listrinya pasti lobster alaska dan caviar. yang bener aja buat makan 75,9M",2025-04-19 07:15:14+00:00,netral
kenapa harus di pnjara ..KASIAN TAU PAK,2025-04-19 07:15:11+00:00,negatif
sampah nya yg mana,2025-04-19 07:15:01+00:00,positif
Aaiiirrrr mata buayaaa👹,2025-04-19 07:14:37+00:00,negatif
"temennya ga ada apa pak
makan doang milyaran",2025-04-19 07:29:55+00:00,negatif
ibk maaf waktu ibk ambil untuk makan senang jalan ibk tdk terkejut tdk menangis marah bertanya klu saya terkejut tibah mendadak banyak dapat uwang setelah ketauwan baru ibk nangis karna tdk bisa enk2,2025-04-19 07:29:22+00:00,negatif
Suara tikus kejepit😅,2025-04-19 07:28:01+00:00,positif
anak istri cenah,2025-04-19 07:26:19+00:00,negatif
"Inilah lirik lagu ciptaan Leo Waldy,Tak ada gunanya menangis lagi, buang air mata yang tiada arti🤣🤣🤣🤣🤣🤣",2025-04-19 07:25:50+00:00,negatif
giliran di tangkep aja nangis nangis 😒,2025-04-19 07:25:45+00:00,netral
nangisin apa coba😶😶,2025-04-19 07:25:22+00:00,positif
HAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHHAHAHHAHAHA😂😂😂🤣🤣🤣🤣🤣,2025-04-19 07:25:19+00:00,positif
dikit banget korubsi nya😹😹😹,2025-04-19 07:25:06+00:00,negatif
makanya apaaan smpe segitu banyak,2025-04-19 06:59:28+00:00,netral
semua dana dibidang apapun mudah dan semua dikorupsi TDK ada yg selamat sangkin boubrouknya indo,2025-04-19 06:59:15+00:00,negatif
"ketauan nangis2
trikk bandit dr lahir🤣🤣🤣",2025-04-19 06:58:49+00:00,netral
"YG BIKIN JUDUL SIAPAA, GUA TANYA?!!! . Masa gue reflek ""diih ngapain k*r*psi sampah, ambil nih di rumah gue banyaaak""",2025-04-19 06:58:43+00:00,negatif
🤣🤣🤣🤣,2025-04-19 06:58:33+00:00,positif
ini menunjukan orang Indonesia tingkat kreatifitas nya tinggi bgt .... sampah pun BS JD ladang korup 😂😂😂,2025-04-19 06:58:24+00:00,negatif
anak istrinya makan mercy?,2025-04-19 06:56:55+00:00,negatif
🤣🤣🤣,2025-04-19 06:56:48+00:00,positif
"Capek bgt tinggal di negara ini yaallah setiap hari harus nonton banyaknya kasus korupsi, pngen pindah negara tp aku hanyalah butiran debu😭😭",2025-04-19 06:56:42+00:00,negatif
gliran di minta pertanggung jwaban nangis luh minta blaskasihan.. dlu bringas makan uang haram.. 😁,2025-04-19 06:56:27+00:00,negatif
"ga heran, masyarakatnya juga gitu, ayah saya punya mesin pengolah sampah, sudah disediain tinggal rutin kasi uang sewa buat biaya perawatan mesinnya, hasilnya? u know lah negeri konoha",2025-04-19 06:55:48+00:00,negatif
buat makan anak istri ye,2025-04-19 06:55:26+00:00,positif
🤣,2025-04-19 06:55:20+00:00,positif
"75.9 milyar buat makan anak istri doang, buat makan doang ya, apa gk sakit perut anak istrinya tuh makan duit hasil korup 🙂🙂",2025-04-19 06:53:53+00:00,negatif
heran bgt kalau udh jelas terbukti kok masi ngemis dibebasin😌,2025-04-19 06:53:39+00:00,negatif
"trus yang terpaksa nyuri untuk makan keluarga hingga ada yang sampai dimasa gimana kabarnya pak, anda korupsi segitu banyak lo",2025-04-19 06:53:18+00:00,negatif
waduh 75 m.....curi ayam harga 500 ribu babak belur,2025-04-19 06:53:16+00:00,negatif
kasian njirrr,2025-04-19 06:52:49+00:00,netral
🤣🤣🤣🤣🤣🤣🤣,2025-04-19 06:51:57+00:00,positif
"sdh giliran di tangkap nangis...🤔
waktu makan uang ya...ketawa ketiwi... shoping tujuh keliling..😅",2025-04-19 06:51:54+00:00,negatif
pantes kalo lewat Tekno arah pasar Serpong banyak mobil sampah pada ngantri ternyata duit nya di korupsi,2025-04-19 06:51:32+00:00,negatif
75 M utk mkn itu ga hbis 7 turunan pak,2025-04-19 06:51:26+00:00,positif
🤣🤣🤣🤣🤣🤣🤣🤣,2025-04-19 06:51:11+00:00,positif
😭😭😭😭😭😭😭,2025-04-19 06:50:58+00:00,positif
hadeuhh,2025-04-19 06:50:48+00:00,netral
😅,2025-04-19 06:50:24+00:00,positif
oh jadi dia orangnya,2025-04-19 06:49:18+00:00,positif
Sudah cape ..liat berita korupsi...,2025-04-19 06:14:23+00:00,negatif
buang sampah aj kira2 gmn ya biar adil... bikin susah rakyat aj org kyk gini,2025-04-19 06:13:58+00:00,netral
🤣🤣🤣,2025-04-19 06:13:42+00:00,positif
kata nyah priseden kita mau rubah indonesia yang haus korupsi tapi mana sampe skrng masih ajj banyak tikus” yang porupsi,2025-04-19 06:12:29+00:00,negatif
kaya ada sura tuyul nangis,2025-04-19 06:12:16+00:00,netral
🤣🤣🤣,2025-04-19 06:12:09+00:00,positif
soundnya boleh nih di custom😜 yok ahh @ekagustiwanaputra,2025-04-19 06:11:56+00:00,netral
duitnya ga sedikit boss....gimana ini hukuman terlalu ringan klr juga masih kaya,2025-04-19 06:11:56+00:00,negatif
seperti hrs di perbaiki ahlak deh banyak banget pd korupsinya,2025-04-19 06:11:54+00:00,negatif
😂😂😂,2025-04-19 06:11:45+00:00,positif
"hikssss tangisan nya itu punya arti...g gak bisa shoping makan enak gak bisa jelong"" ke luar negeri lagi paaaaaaaa😂😂😂😂😂",2025-04-19 06:10:50+00:00,negatif
@pumyyy sampah kantor mahal ya dek🤔,2025-04-19 06:10:29+00:00,positif
🙃🙃🙃🙃🙃,2025-04-19 06:10:18+00:00,positif
mungkin kalo .. sarapan dia ke Singapura..nanti mkn siang nya ke jepang ..mkn MLM nya di Belanda 😂,2025-04-19 06:09:49+00:00,negatif
"sampah doang sih wkwkwkww
negara gak kekurangan duit bos
pantes negara gak maju maju
sampah aja diurusin
nebang kayu 3 tahun
maling ayam 5 tahun
protes kepresidenan 7 tahun
awokawok
negara sakit apa dh sampe begitu nya",2025-04-19 06:09:32+00:00,negatif
"padahal lu punya uang lu aman bro disini ,kan biasanya suka di siap upp",2025-04-19 06:09:31+00:00,netral
75.9M buat makan? aing makan sebulan less than 500k bisa 😭😭😭,2025-04-19 06:09:05+00:00,negatif
kalau didaerah kami sei sikambing hrs byr 20 ribu KL nambah orang nambah uang sampah,2025-04-19 06:09:03+00:00,negatif
Ya Allah … biasanya yg d angkat jd pejabat yg jago2 korupsi kali ya… biar bisa setoran 🙏🤣🤣,2025-04-19 06:08:56+00:00,negatif
saat korupsi adem Ayem... giliran di tangkap glarongan....😎,2025-04-19 06:08:51+00:00,negatif
nangisnya kyk kuntilanak 😭😭😭😭,2025-04-19 06:08:28+00:00,netral
Kok ga takut ya ngasih makan keluarga dri hasil korup,2025-04-19 06:07:54+00:00,negatif
"China udah nyiptain Kawasaki corleo, disini koruptor makin makin",2025-04-19 06:06:44+00:00,negatif
mungkin cuma petir dan puting beliung dan badai yg ga bisa di korup diindo🤭,2025-04-19 06:05:47+00:00,negatif
"wahh klo pak pres lihat pasti langsung bebas ini ,
karna undang undang kasian dan belasungkawa",2025-04-19 06:05:24+00:00,negatif
"75M buat makan sekeluarga?😳😳😳
makan sate megalodon kale🦈🦈",2025-04-19 06:04:03+00:00,negatif
emas x dimakan atau uranium 🤣🤣,2025-04-19 06:03:59+00:00,positif
saking bahagia sampai nangis,2025-04-19 06:03:58+00:00,positif
"untuk sebuah bangsa,darahnya halal... maka laksanakan",2025-04-19 06:03:50+00:00,negatif
ahahaha nangess kan,2025-04-19 06:03:38+00:00,netral
75M itu sudah bisa makan enak dan kenyang tiap hari,2025-04-19 06:03:31+00:00,positif
sampah aja di korup apalgi taik ya nnt,2025-04-19 06:02:52+00:00,negatif
Gan.. kasian Gan.. 😔🫴🐊,2025-04-19 06:02:30+00:00,netral
"ga mungkin sampah dikorupsi, uang hasil dari sampah deh kayaknya, masak sih doyan sampah 🧐",2025-04-19 06:02:30+00:00,negatif
ko bisa sampah korupsi sampah?,2025-04-19 06:02:01+00:00,negatif
kasian kalo buat anak istri bebasin aja 😔,2025-04-19 06:00:49+00:00,netral
air mata buaya....,2025-04-19 05:59:57+00:00,netral
sampah yg di korupsi apanya?? mohon penjelasan,2025-04-19 05:58:34+00:00,negatif
"75,9 miliar buat makan😕",2025-04-19 05:57:09+00:00,negatif
😂😂😅,2025-04-19 05:56:23+00:00,positif
Negara lain sibuk atur strategi dagang Konoha masih sibuk bersih² koruptor,2025-04-19 05:55:54+00:00,negatif
